Pattern String;Comment;Pattern Category;Pattern Type;Where in website;Deceptive;Website Page
AKCE: Vložte do košíku ještě 2 ks zboží, nebo zboží za min. 311 Kč, který máme skladem a DOPRAVA k Vám bude ZDARMA!;;Misdirection;Pressured selling;Cart Detail;No;https://www.supergamer.cz/webova-kamera-sandberg-flex-1080p-fullhd-p-413586.html
Vložíte-li do košíku zboží jěště alespoň za 1 080 Kč , cena za dodání zboží nebude účtována.;;Misdirection;Pressured selling;Product detail;No;https://www.eroticke-pomucky.com/shunga-massage-oil-seduction-midnight-flower-240-ml-id14650.html
"	
Doprava od 79 Kč. Pro dopravu zdarma nakupte ještě za 499,00 Kč";In a popup;Misdirection;Pressured selling;Product detail;No;https://www.probazen.com/filtracni-kulicky-700-g/
Nakupte ještě za 1 203 Kč a dopravu máte zdarma;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.kbsport.cz/zbozi-vesta-sevylor-plavacek-puddle-jumper-detail-89167#variants-selection
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.beanatur.com/objednavka-2
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.shop-naradi.cz/objednavka-2
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.comicspoint.cz/objednavka-2
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.hriste-piccolino.cz/objednavka-2
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Cart Detail;No;https://www.atranet.cz/kosik
Zbývá nakoupit za109,00 Kč s DPH;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.misfit.cz/ovladani-tlumeni-twistloc-remote-lever-black
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.misfit.cz/objednavka-2
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.beanatur.com/objednavka-2
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;http://www.ambrashop.cz/objednavka-2
Zbývá nakoupit za 450,00 Kč s DPH a můžete mít poštovné zdarma;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.hezke-vlasy.cz/sensus-illumyna-densify-sada-sada-proti-padani-vlasu
Zbývá nakoupit za 965,00 Kč s DPH a můžete mít poštovné zdarma;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.lasturka.cz/sada-bondazovacich-lan-restrain-me-bondage-ropes-z-oficialni-kolekce-fifty-shades-of-grey-2x-5-m
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.dezinfekce-shop.cz/objednavka-2
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.shop-naradi.cz/objednavka-2
"47 hospodyněk ? si u nás nakoupilo za posledních 24 hod.
✓ ověřeno od Notifikuj
x";;Social Proof;Activity Message;Product detail;??;https://www.hospodynkam.cz/smes-na-duhovy-dort-rainbow-600g/
"59 zákazníků si u nás nakoupilo za posledních 30 dní
✓ ověřeno od Notifikuj
x";;Social Proof;Activity Message;Product detail;??;https://www.selles.cz/ecg-vv-3121-professional/
"Doprava zdarma?
Objednejte ještě za 1 758 Kč";;Misdirection;Pressured Selling;Cart Detail;No;https://www.kreativni-hratky.cz/kosik
"K DOPRAVĚ ZDARMA ZBÝVÁ NAKOUPIT ZA 4 729 KČ
Doprava zdarma při objednávce nad 5 000 Kč";;Misdirection;Pressured Selling;Cart Detail;No;https://www.nire.cz/kosik/
K dosažení limitu poštovného zdarma zbývá nakoupit za: 220,00 Kč;;Misdirection;Pressured Selling;Cart Detail;No;https://www.topvet.cz/kosik
Obratovou slevu 1% (celkem 1%) získáte při nákupu nad 2.000 Kč. Zbývá nakoupit za: 1921,00 Kč;;Misdirection;Pressured Selling;Cart Detail;No;https://www.topvet.cz/kosik
"Časově omezená nabídka:

0 hod
16 min
10 sek";The timer resets every day;Urgency;Limited-Time Message;Product detail;Yes;https://www.pepovasleva.cz/pece-o-telo/multifunkcni-zehlicka-na-vlasy-a-vousy-styler-men/
Produkt si již zakoupilo 355 zákazníků;Uncertain origin of information;Social Proof;Activity Message;Product detail;??;https://www.pepovasleva.cz/pece-o-telo/multifunkcni-zehlicka-na-vlasy-a-vousy-styler-men/
Produkt si právě prohlíží 4 zákazníci;A different value with a reload of the page;Social Proof;Activity Message;Product detail;Yes;https://www.pepovasleva.cz/pece-o-telo/multifunkcni-zehlicka-na-vlasy-a-vousy-styler-men/
Objednejte ještě za 751 Kč a budete mít dopravu ZDARMA.;In a popup;Misdirection;Pressured Selling;Product detail;No;https://www.pepovasleva.cz/pece-o-telo/multifunkcni-zehlicka-na-vlasy-a-vousy-styler-men/
Nezasílat dotazník spokojenosti v rámci programu Ověřeno zákazníky;;Misdirection;Trick Questions;Checkout Process;No;https://www.pepovasleva.cz/objednavka/krok-2/
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.levnelyze.cz/kosik1
"„Velmi rychlé dodání zboží, 24 hodin od objednávky jsem měla zboží doma.“
98% ★★★★★ doporučuje obchod
✓ ověřeno od Notifikuj
x";;Social Proof;Testimonials of Uncertain Origin;Product detail;??;https://www.coolboty.cz/barton-2414-damske-lodicky-parizska-modra
"Upozornění: poslední kus skladem!
";;Scarcity;Low-stock Message;Product detail;No;https://www.autodily-audi.cz/dily-interieru-a-vybaveni/538-hlinikove-dekor-listy-audi-a7-brouseny-hlinik.html
Objednejte ještě za 9 999,58 Kč a budete mít dopravu ZDARMA.;;Misdirection;Pressured Selling;Product detail;No;https://www.razak-shop.cz/ochranna-samolepka-3x4-cm-epow-8-2-mhz--barcode-deaktivovatelna-2/
Nakupte ještě za 6 999,58 Kč a získejte 7% slevu navíc.;;Misdirection;Pressured Selling;Product detail;No;https://www.razak-shop.cz/ochranna-samolepka-3x4-cm-epow-8-2-mhz--barcode-deaktivovatelna-2/
Nakupte ještě za 4 462,00 Kč a budete mít poštovné ZDARMA;;Misdirection;Pressured Selling;Checkout Process;No;https://www.jednokolka.cz/kosik/?act=basketuserinfo
CHCETE DOPRAVU ZDARMA? NAKUPTE JEŠTĚ ZA 4 711,00 KČ A ZÍSKEJTE JI OD NÁS JAKO DÁREK;;Misdirection;Pressured Selling;Product detail;No;https://shop.fkt.cz/led-trubice-t8-pro2-np-120cm-6000k-2-880lm-18w-230v-matna-np-ean4739448-skupcq0201000003.php
Nakupte ještě za 9147 Kč pro poštovné a balné zdarma.;;Misdirection;Pressured Selling;Cart Detail;No;https://divanti.cz/kosik
Nakupte již jen za 1 200 Kč a budete mít dopravu ZDARMA;;Misdirection;Pressured Selling;Product detail;No;https://www.czechdeals.cz/Bytovy-textil/Povleceni/Bavlnene-povleceni/Bavlnene-povleceni-140x220-70x90-cm-Kandy-natur
ZÁKAZNÍCI SPOLEČNĚ S TÍMTO PRODUKTEM NEJČASTĚJI ZAKOUPILI:;;Social Proof;Activity Message;Product detail;??;https://www.czechdeals.cz/Bytovy-textil/Povleceni/Bavlnene-povleceni/Bavlnene-povleceni-140x220-70x90-cm-Kandy-natur
Nezasílat dotazník spokojenosti v rámci programu Ověřeno zákazníky;;Misdirection;Trick Questions;Checkout Process;No;https://www.kouzelnekrouzky.cz/objednavka/krok-2/
Nakupte ještě za 1 355,00 Kč a máte dopravu ZDARMA;;Misdirection;Pressured Selling;Product detail;No;https://www.besta-shop.cz/Flippin-Silikonova-forma-na-livance-volska-oka-a-mini-palacinky-24-cm-d6175.htm
Nesouhlasím se zpracováním osobních údajů pro zaslání dotazníku spokojenosti s vyřízením objednávky.;;Misdirection;Trick Questions;Checkout Process;No;https://www.besta-shop.cz/www-bestashop-eu/e-delivery
 Objednejte ještě za 1 249 Kč a budete mít dopravu ZDARMA.;;Misdirection;Pressured Selling;Product detail;No;https://www.sd-fashion.cz/sportovni-obleceni/sportovni-souprava-ivon-magic-smetanova/
 Objednejte ještě za 1 239 Kč a budete mít dopravu ZDARMA.;;Misdirection;Pressured Selling;Product detail;No;https://eshop.vinoprokes.cz/darkove-krabice-samostatne/darkova-krabice-vcetne-sklenicky-na-2-lahve-vina/
Nezasílat dotazník spokojenosti v rámci programu Ověřeno zákazníky;;Misdirection;Trick Questions;Checkout Process;No;https://eshop.vinoprokes.cz/objednavka/krok-2/
Nakupte ještě za 816 Kč a můžete mít dopravu zdarma.;;Misdirection;Pressured Selling;Cart Page;No;https://www.moje-pradlo.cz/zakaznik/pridej-do-kosiku
"
 Souhlasím se zasíláním novinek, soutěží a dalších informací (max. 2x měsíčně)";Checked newsletter subscription by default;Forced Action;Forced Enrollment;Checkout Process;No;https://www.moje-pradlo.cz/zakaznik/kosik-zakaznik
Ještě jste u nás nenakoupili? Skvělá příležitost. Máme pro vás 100 Kč slevu při nákupu nad 1 500 Kč.;;Misdirection;Pressured Selling;Product detail;No;https://www.eshop-zemedelske-potreby.cz/elektricky-kladivkovy-srotovnik-na-obili-s-50l-barelem-ze-zdravotne-nezavadnych-materialu-p42970/
Akce končí za:23 minut49 sekund;Timer resets every day;Urgency;Countdown Timer;Product detail;Yes;https://www.nakupik.cz/p/5186102-posilovaci-gumy-fit-bands-sada-11-kusu
Prodalo se již 4252 kusů;;Social Proof;Activity Message;Product detail;??;https://www.nakupik.cz/p/5186102-posilovaci-gumy-fit-bands-sada-11-kusu
Tento produkt si spolu s vámi prohlíží dalších 19 lidí;Number of viewers resets with page reload;Social Proof;Activity Message;Product detail;Yes;https://www.nakupik.cz/p/5186102-posilovaci-gumy-fit-bands-sada-11-kusu
Akce končí za:04 hodiny00 minut01 sekunda;Timer resets every day;Urgency;Countdown Timer;Product detail;Yes;https://www.nakupik.cz/p/5559730-kartacek-a-kousatko-pro-psy-chewbrush
Nakupte alespoň 2 stejné položky od druhu a získejte další slevu 2%.;;Misdirection;Pressured Selling;Cart Detail;No;https://www.rpjservice.cz/katalog/kosik/
Nakupte alespoň za 100 000,00 Kč (bez DPH) a získejte další slevu 2% - zbývá vám ještě 48 391,24 Kč.;;Misdirection;Pressured Selling;Cart Detail;No;https://www.rpjservice.cz/katalog/kosik/
sleva platí ještě 13 dní 08:30:39;;Urgency;Countdown Timer;Product detail;No;https://surplusvintage.cz/kalhoty-airborne-vintage-olivove/
... nakupte ještě za 1458Kč a máte výdejnu zdarma.;;Misdirection;Pressured Selling;Cart Detail;No;https://www.zabezpecovaci-zarizeni.cz/inshop/scripts/shop.aspx?action=showshoppingcart
LAST MINUTE !;The last minute is in the caption for more than a week;Urgency;Limited-Time Message;Product detail;Yes;https://www.drzakanteny.cz/product.php?id_product=150&id_lang=1
Nakupte ješte za 840 Kč a získáte dopravu zdarma Zásilkovna do ČR;;Misdirection;Pressured Selling;Cart Detail;No;https://www.grilguru.cz/vase-objednavka
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky (Heureka), který pomáhá zlepšovat naše služby. (volitelný);;Misdirection;Trick Questions;Checkout Process;No;https://prdolkove.cz/checkout/
"
Nesouhlasím se zasláním dotazníku spokojenosti";;Misdirection;Trick Questions;Checkout Process;No;https://www.nejlevnejsisport.cz/checkout_shipping.php
Naďa z Prahy má vybráno a nakoupeno ? před 3 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.detskedrevenehracky.cz/p/provlekaci-hracka-zluty-motylek/
Ivan z Prahy dokončil(a) nákup před 48 minutami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.zlutahala.cz/moderni-sedaci-souprava-graham-seda-p23803
Josef z Prahy má dokončenou objednávku před 2 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.eshopbois.cz/bunda-brandit-britannia-jacket-olivova/
Iva z Prahy má dokončenou objednávku ? ? před 2 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://nakoplast.cz/obchod/zahradni-truhla-na-polstry-titan-outdoor/
Zákazník z Prahy má dokončenou objednávku před 12 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.clipinhair.cz/9-clip-in-vlasy-k-prodlouzeni-remy-100-lidske-53cm-100g-prirodni-svetlejsi-blond.html
Lucie z Prahy objednal(a) na obchodnisa.cz ? před 27 minutami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.obchodnisa.cz/kotnikova-bezpecnostni-obuv-adm-alegro
Lukáš z Prahy má dokončenou objednávku před 22 minutami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.bestent.cz/folie/folie-na-foliovnik-3x6m-s-uv-filtrem/
Radek z Prahy má dokončenou objednávku před 3 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.rewer.cz/spokey-volver-elektricka-kolobezka-cervena--kolecka-8-baterie-7-8-ah--do-120-kg/
Eva z Prahy Poslední objednávka před 13 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.fyto-kosmetika.cz/meinebase-zasadito-mineralni-koupelova-sul-2750-g-p7770
Martin z Prahy už má objednanou čistírnu STMH před 10 dny  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://obchod.hellstein.cz/vestavba-cistirny-odpadnich-vod-stmhv53/
Veronika z Prahy má dokončenou objednávku před 15 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product detail;??;https://www.selles.cz/hnojivo-organicke-kapalne-lignohumat-profik-6-500ml/
Chci vytvořit účet;Checked checkbox for creating an account from provided delivery information;Forced Action;Forced Enrollment;Checkout Process;No;https://www.iwant.cz/Objednavka/Dodaci-udaje
"
Do dopravy zdarma zbývá nakoupit už jen za 949 Kč!";;Misdirection;Pressured selling;Product detail;No;https://www.victus.cz/slane-proteinove-jidlo_k2/proteinove-omelety_k5/
Do dopravy zdarma + 7 proteinových jídel zdarma zbývá nakoupit už jen za 2 559 Kč !;;Misdirection;Pressured selling;Product detail;No;https://www.victus.cz/slane-proteinove-jidlo_k2/proteinove-omelety_k5/
Nesouhlasím se zasláním dotazníku spokojenosti, který pomáhá zlepšovat naše služby.;;Misdirection;Trick Questions;Checkout Process;No;https://www.victus.cz/kosik/vase-udaje/
Objednejte ještě za 1 365 Kč a budete mít dopravu ZDARMA.;;Misdirection;Pressured selling;Product detail;No;https://www.samostatne-dite.cz/kuchyne/krajec-vlnkovy-8cm/
Nezasílat dotazník spokojenosti v rámci programu Ověřeno zákazníky;;Misdirection;Trick Questions;Checkout Process;No;https://www.samostatne-dite.cz/objednavka/krok-2/
"Jana z Prahy
objednal(a) na Coolboty.cz
před 4 hodinami  od Notifikuj
x";;Social Proof;Activity Message;Product detail;??;https://www.coolboty.cz/rock-spring-dakota-damske-gumickove-boty-modre
"Jana z Prahy
má dokončenou objednávku
před 2 hodinami  od Notifikuj
x";;Social Proof;Activity Message;Product detail;??;https://www.kamisport.cz/fitness-potreby/shop.php?m=B%C4%9B%C5%BEeck%C3%BD%20p%C3%A1s%20elektrick%C3%BD%20HMS%20PREMIUM%20BE1862%20-%20mont%C3%A1%C5%BE%20zdarma%2C%20servis%20u%20z%C3%A1kazn%C3%ADka
"Jana z Prahy
má dokončenou objednávku
před 1 hodinou  od Notifikuj
x";;Social Proof;Activity Message;Product detail;??;https://www.sportfanatics.cz/fitness-potreby/shop.php?m=Extrifit%20Nut%206%21%20300%20g%20300g%20Natural
"Jan z Prahy
Objednal(a) na Electro.cz ?
před 1 hodinou  od Notifikuj
x";;Social Proof;Activity Message;Product detail;??;https://www.electro.cz/volne-stojici-mycky/mora/sm-585-w
"
❗ Poslední kus";;Scarcity;Low-stock Message;Product detail;No;https://www.hokejpro.cz/rukavice-bauer-vapor-1x-lite-sr-4681d/
❗ poslední kus na prodejně;;Scarcity;Low-stock Message;Product detail;No;https://www.hokejpro.cz/rukavice-bauer-vapor-1x-lite-sr-4681d/
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky.;;Misdirection;Trick Questions;Checkout Process;No;https://kvetinyexpres.cz/pokladna/
Souhlasím se zpracováním osobních údajů pro marketingové účely (včetně newsletteru a profilování).;;Misdirection;Visual Interference;Checkout Process;No;https://kvetinyexpres.cz/pokladna/
 Nakupte ještě za 707,10 Kč a máte dopravu zdarma;In a popup;Misdirection;Pressured Selling;Product detail;No;https://www.a-pro.cz/6-mm-prodluzovaci-kabel-pro-lighta-life-1-8-m/
Nezasílat dotazník spokojenosti v rámci programu Ověřeno zákazníky;;Misdirection;Trick Questions;Checkout Process;No;https://www.a-pro.cz/objednavka/krok-2/
" Ivana z Prahy
má dokončenou objednávku
před 54 minutami  od Notifikuj
x ";;Social Proof;Activity Message;Product Detail;No;https://www.ifp-publishing.cz/dobrodruzne-pribehy/neuveritelna-namorni-dobrodruzstvi/
" 36 návštěvníků
si právě prohlíží tento web
✓ ověřeno od Notifikuj
x ";;Social Proof;Activity Message;Product Detail;No;https://www.pasti.cz/ultrazvukovy-plasic-kun-a-hlodavcu-deramax-profi/
" Klíšťatům chcete smrdět!
Mrkněte na přírodní antiparazitika
✓ Notifikuj
x ";;Social Proof;Activity Message;Product Detail;No;https://obchod.dogfitness.cz/menforsan/menforsan-antiparazitni-sprej-pro-psy-proti-klistatum-a-blecham-s-extraktem-z-margosy/
