Pattern String;Comment;Pattern Category;Pattern Type;Where in website;Deceptive;Website Page;Domain
Zákazníci k tomuto zboží dále nakupují 21;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.alarmprodej.cz/Minialarm-PITBULL-ALARM-PRO-d509.htm;www.alarmprodej.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.4fpvquad.cz/t-motor-blackbird-v2-2207-2800kv;www.4fpvquad.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.akvariumruzicka-eshop.cz/FlorynCO2-250ml-d4515.htm;www.akvariumruzicka-eshop.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.amosek.cz/Matika-do-kapsy-Pocitani-z-hlavy-3-Mala-nasobilka-a-deleni-d2047.htm;www.amosek.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.apuapu.cz/Rajska-s-hovezim-masem-2-porce-600g-d64.htm;www.apuapu.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.bratrilestinove.cz/Degustacni-baleni-KONZERVATIVNI-Espresso-3x100g-d104.htm;www.bratrilestinove.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.centrumnosicu.cz/Nosic-kol-na-tazne-zarizeni-Atera-Strada-Sport-M3-d117.htm;www.centrumnosicu.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.dekoraceslaskou.cz/Kartonovy-kufrik-pastelove-ruzovy-d155.htm;www.dekoraceslaskou.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.ekoelektrarna.cz/Solarni-set-pro-karavan-175Wp-Victron-Energy-d11005.htm;www.ekoelektrarna.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.hairfor2.cz/HAIRFOR2-pack-Zahustovac-vlasu-Fixator-d9.htm;www.hairfor2.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.inhair.cz/evolution/236-evolution-placentove-ampule-proti-vypadavani-edelstein-8018615023033-html;www.inhair.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.jankusport.cz/Elektrokolo-Maxbike-Freya-27-5-16-5-seda-d6927.htm;www.jankusport.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.jewellis.cz/Ocelovy-minimalisticky-set-s-krystaly-Swarovski-Majestic-Blue-d1371.htm;www.jewellis.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.kvalitnirukavice.cz/Rukavice-NAPA-2-1432-cerna-cervena-d1356.htm;www.kvalitnirukavice.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.manipulacni-technika-levne.cz/Paletovy-vozik-BFGn-2t-galvanicky-pokoveny-d15.htm;www.manipulacni-technika-levne.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.pohlednicecr.cz/Pohlednice-Sobotka-Letohradek-Humprecht-d377.htm;www.pohlednicecr.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.spoutana.cz/Kovany-Obojek-s-Okovy-na-Zapesti-195Kc-den-d1944.htm;www.spoutana.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.svet-travniku.cz/Travnikove-hnojivo-s-dlouhodobym-ucinkem-Wolf-Garten-LD-300-A-d409.htm;www.svet-travniku.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.vml.audio/Visaton-GF-200-2x4-Ohm-d25.htm;www.vml.audio
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.vzduchotechnika1.cz/matice-6hr-m8-din-934-baleni-200-ks;www.vzduchotechnika1.cz
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.zelenyobchod.cz/spirulina-aktif-spirulina-platensis;www.zelenyobchod.cz
Zákazníci k tomuto zboží dále nakupují 35;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.mistyl.cz/24h-oblicejovy-krem-s-oslim-mlekem;www.mistyl.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.akordshop.cz/nejkrasnejsi-pohadky-vaclav-ctvrtek;www.akordshop.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.centrumteras.cz/WPC-plotova-deska-1000x100x13mm-stone-grey-d1373.htm;www.centrumteras.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.fotoalbumshop.cz/ELEGANT-COTTON-DARK-ALBUM-P60st-30x31-TURNOWSKY-d26.htm;www.fotoalbumshop.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.intechna.cz/samsung-wind-free-comfort-ar09txfcawkneu;www.intechna.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.jakdekorovat.cz/Ohebna-osvetlovaci-lista-ORAC-DECOR-CX188F-d387.htm;www.jakdekorovat.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.koupelna-shop.cz/Podlahova-vanova-baterie-1071-RETRO-se-sprchovym-setem-chrom-d166.htm;www.koupelna-shop.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.krmivaaslan.cz/Primordial-GF-Adult-Buffalo-and-Mackerel-12-kg-d70.htm;www.krmivaaslan.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.nej-dekorace.cz/Polstarek-pod-snubni-prstynky-z-tmave-juty-a-bileho-kvetu-d55.htm;www.nej-dekorace.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.skolamarket.cz/Vyukova-krabicka-desetinna-cisla-d557.htm;www.skolamarket.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.spopo.cz/black-diamond-distance-4l-hydration-vest-black;www.spopo.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.trx-baterie.cz/Nabijecka-Akyga-AK-CH-02-USB-nabijecka-do-auta-neoriginalni-d1965.htm;www.trx-baterie.cz
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.zahrada-kh.cz/kovovy-stul-ZWMT-80-609-11-d9797.htm;www.zahrada-kh.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://eshop.ainteriery.cz/Akrylatova-obdelnikova-vana-pro-starsi-a-osoby-s-telesnym-postizenim-Avo-170-170x75x63-cm-objem-160-l-Polimat-d2911.htm;eshop.ainteriery.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.brotherservis.cz/Lenovo-Thinkbook-15-IIL-i5-1035G4-8GB-256GB-SSD-15-6-FHD-W10H-d765.htm;www.brotherservis.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.cpplus.cz/CP-UVR-1601L1B-4KH-Sestnactikanalovy-5v1-4K-DVR-s-kompresi-H-265-analog-HDCVI-AHD-TVI-IP-d377.htm;www.cpplus.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.drevobarvy.cz/0-75-l-Balakryl-Voskovy-olej-natural-d370.htm;www.drevobarvy.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.formanaolovo.cz/https/www-formanaolovo-cz/forma-na-olovo-pro-lov-drop-shotem-1-8-3-5-5-7-10-14-18g-d210-htm;www.formanaolovo.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.myvalin.cz/Probioticky-praci-gel-500-ml-d31.htm;www.myvalin.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.naradi-diamec.cz/Hervisa-Perles-CMP-2kW-Pohonna-jednotka-pro-mechanicky-ponorny-vibrator-d1.htm;www.naradi-diamec.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.papirnictviuskoly.cz/Argus-Sacek-na-prezuvky-Train-1830-0262-d535.htm;www.papirnictviuskoly.cz
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.stanyprodeti.cz/POPPY-Detske-teepee-Mentol-s-minipuntiky-d367.htm;www.stanyprodeti.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.babyhit.cz/luxusni-detska-panenka-miminko-berbesa-valentina-28cm;www.babyhit.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.coolcase.cz/Paradni-flip-pouzdro-Mobiwear-na-mobil-Samsung-Galaxy-A20s-M120S-Strom-a-ptacci-d1213248.htm;www.coolcase.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.foker.cz/Regulator-tlaku-Y-FK-20-60-mbar-4-kg-d73.htm;www.foker.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.megavyprodeje.cz/Kvalitni-velky-outdoor-turisticky-batoh-AOKING-40L-cerny-d2729.htm;www.megavyprodeje.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.minibaby.cz/3-dilna-holcici-bavlnena-souprava-New-Baby-Cool-Girls-modro-ruzova-98-2-3r-d81027.htm;www.minibaby.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.monitorrs.cz/Monitorrs-Security-Starvis-IP-4-kamerovy-set-2-Mpix-GTube-6172K4-d1073.htm;www.monitorrs.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.naradi-rychle.cz/Aku-vytlacovaci-pistole-AEG-BKP18C-310LI-201B-18V-d1245.htm;www.naradi-rychle.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.nastennehodiny.net/Kyvadlovy-hodinovy-strojek-UTS-16-2-mm-d100.htm;www.nastennehodiny.net
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.orhit.cz/Mezizubni-kartacek-OrHit-sada-3-ruznych-kartacku-tenke-rukojet-HS-I-d27.htm;www.orhit.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.prazimekavu.cz/jednodruhovekavy/darkovyset/stredniajizniamerika;www.prazimekavu.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.rajnaplni.cz/Multipack-5ks-Canon-CLI-526-a-PGI-525-kompatibilni-vcetne-cipu-d72.htm;www.rajnaplni.cz
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.vanocnilucernicky.cz/LED-LUCERNICKY-BILE-svetelny-retez-komplet-s-napajecim-adapterem-d11.htm;www.vanocnilucernicky.cz
Zákazníci k tomuto zboží dále nakupují 7;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.naturecosmetic.cz/Bioearth-pletova-obnovujici-maska-se-snecim-extraktem-15ml-d895.htm;www.naturecosmetic.cz
Zákazníci k tomuto zboží dále nakupují 7;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.petovecek.cz/Profesor-astrokocour-Pod-hladinou-d652.htm;www.petovecek.cz
Zákazníci k tomuto zboží dále nakupují 7;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.rubikscube.cz/Kostka-3x3x3-MoYu-MoFangJiaoShi-Meilong-Timer-Cube-d13.htm;www.rubikscube.cz
Zákazníci k tomuto zboží dále nakupují 7;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.sten-kovani.cz/velka-puloliva-alt-wien-antique-cerna-d213-htm;www.sten-kovani.cz
Zákazníci k tomuto zboží dále nakupují 8;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.ceske-zdravi.cz/okg-factor-base-60-kapsli;www.ceske-zdravi.cz
Zákazníci k tomuto zboží dále nakupují 8;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.sasu.cz/Kosmeticky-set-petrolejovy-lem-kapky-d131.htm;www.sasu.cz
Zákazníci k tomuto zboží dále nakupují 8;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.zeleneploty.cz/BOBKOVISEN-okrasna-cervene-zihana-dilec-50-x-50-cm-d2201.htm;www.zeleneploty.cz
Zákazníci k tomuto zboží dále nakupují 9;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.talode.cz/LUXUSNI-BAVLNENE-POVLECENI-MARUSKA-BEZOVA-140X200-70X90cm-POVLAK-NA-POLSTAREK-ZDARMA-d31410.htm;www.talode.cz
Zákazníci k tomuto zboží dále nakupují4;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.khhriste.cz/Detske-hriste-Monkey-s-Home-Maly-pirat-JOE-d4008.htm;www.khhriste.cz
Zákazníci k tomuto zboží dále nakupují5;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.bozp-bezpecnost.cz/Popaleninova-souprava-c-4-prumysl-WATER-JEL-d359.htm;www.bozp-bezpecnost.cz
Zákazníci kupující toto zboží zakoupili také;Appears with succesful message of adding item to cart;Misdirection;Pressured Selling;Product Detail;??;https://www.cool-ceny.cz/added/elektricky-zastrihovac-na-domaci-mazlicky-pet-clipper-3460;www.cool-ceny.cz
Zákazníci kupující toto zboží zakoupili také;;Social Proof;Activity Message;Cart Detail;??;https://www.cool-ceny.cz/added/elektricky-zastrihovac-na-domaci-mazlicky-pet-clipper-3460;www.cool-ceny.cz
Zákazníci nejčastěji nakupují s tímto výrobkem;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.abc-design-cz.cz/viper-4/abc-design-set-viper-4-2021-asphalt;www.abc-design-cz.cz
Zákazníci nejčastěji nakupují s tímto výrobkem;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.bibik.cz/trojkombinace-3v1/cybex-kocarek-priam-rose-gold-seat-pack-spring-blossom-lux-carry-cot-cloud-z-i-size-2021-dark;www.bibik.cz
Zákazníci nejčastěji nakupují s tímto výrobkem;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.ergobaby-eshop.cz/prislusenstvi/ergobaby-vlozka-easy-snug-performance-cool-mesh-natur;www.ergobaby-eshop.cz
Zákazníci nejčastěji nakupují s tímto výrobkem;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.naradi-dewalt.cz/kombinovana-kladiva/kombinovane-kladivo-sds-plus-26-mm-dewalt-d25133k;www.naradi-dewalt.cz
Zákazníci nejčastěji nakupují s tímto výrobkem;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.neonato-eshop.cz/trojkombinace/neonato-set-kocarek-puro-autosedacka-puro-zdarma-2020-col-46a;www.neonato-eshop.cz
Zákazníci nejčastěji nakupují s tímto výrobkem;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.peddy.cz/zahrada-kultivatory/elektricky-kultivator-hecht-745;www.peddy.cz
Zákazníci nejčastěji nakupují s tímto výrobkem;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.tula-eshop.cz/explore-nositka/tula-explore-nositko-cherry;www.tula-eshop.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.abc-design-cz.cz/salsa-4-air/abc-design-salsa-4-air-starter-set-fashion-edition-2021-cornet;www.abc-design-cz.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.bayby-eshop.cz/chuvicky/bayby-bbm-7010-digitalni-audio-chuvicka-s-lcd-displejem;www.bayby-eshop.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.bibik.cz/trojkombinace-3v1/cybex-kocarek-priam-rose-gold-seat-pack-spring-blossom-lux-carry-cot-cloud-z-i-size-2021-dark;www.bibik.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.buddytoys-eshop.cz/odrazedla/odstrkovadlo-mercede-buddy-toys-bpc-5110-led-svitilna-sll18;www.buddytoys-eshop.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.diamanty-goldex.cz/diamantove-nausnice-exclusive-line/visaci-diamantove-nausnice-10827-375-b;www.diamanty-goldex.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.envy-eshop.cz/panske-bundy-envy/panska-bunda-alpine-pro-tatar-2-mjcp365-tmave-modra-velikost-xs;www.envy-eshop.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.ergobaby-eshop.cz/metro/ergobaby-metro-compact-city-blue;www.ergobaby-eshop.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.fieldmann-cz.cz/pily-a-brusky/fduo-50501-0-aku-savlova-pila-fieldmann;www.fieldmann-cz.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.goldex.cz/nausnice-s-krystaly-swarovski-nausnice-s-krystaly-swarovski/stribrne-nausnice-visaci-s-krystaly-swarovski-fialove-kulate-31230-5-31230-5;www.goldex.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.inpest.cz/postriky-proti-skudcum-insekticidy/substral-careo-ultra-postrik-750ml;www.inpest.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.kosmetika-francie.cz/pletova-kosmetika/eucerin-hyaluron-filler-nocni-obnovujici-a-vyplnujici-serum-30-ml;www.kosmetika-francie.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.lamart-cz.cz/sady-nadobi/ltssset8-nerezove-nadobi-set-8ks-lamart;www.lamart-cz.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.naradi-dewalt.cz/kombinovana-kladiva/kombinovane-kladivo-sds-plus-26-mm-dewalt-d25133k;www.naradi-dewalt.cz
Zákazníci nejčastěji nakupují s tímto výrobkem:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.peddy.cz/zahrada-kultivatory/elektricky-kultivator-hecht-745;www.peddy.cz
Zákazníci s tímto světlem ještě zakoupili:;;Social Proof;Activity Message;Product Detail;??;https://www.adames.cz/index.php?route=product/product&product_id=6771;www.adames.cz
Zákazníci s tímto zbožím také kupují;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.bohemiababyshop.cz/asalvo-complet-postylka-grey-nordic-zavesne-dno-hrazda-zip-a-prebalovaci-pult-p13082/;www.bohemiababyshop.cz
Zákazníci s tímto zbožím také kupují;;Misdirection;Pressured Selling;Product Detail;No;https://www.harera.cz/awa-superfoods-cizrna-500g-p9341/;www.harera.cz
Zákazníci spolu s tímto produktem ještě zakoupili:;;Social Proof;Activity Message;Product Detail;No;https://www.jumboshop.cz/7383-chytry-drzak-do-auta-s-cidlem-a-bezdratovym-nabijenim-s5;www.jumboshop.cz
Zákazníci, kteří si koupili tento produkt, koupili také:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://aladerma-kosmetika.cz/vsechny-produkty/32-bio-kur-krem-z-mesicku-zahradniho.html;aladerma-kosmetika.cz
Zákazníci, kteří si koupili tento produkt, koupili také:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://biowashop.cz/cisticka-odpadnich-vod-typ-at/550-tableta-do-zump-septiku-a-domovnich-cov-.html;biowashop.cz
Zákazníci, kteří si koupili tento produkt, koupili také:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://ceskelyze.cz/obaly-a-vaky/1546-pasek-na-lyze-lusti-sjezdovy.html;ceskelyze.cz
Zákazníci, kteří si koupili tento produkt, koupili také:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://cista-priroda.cz/dum-a-bydleni/yellowblue-biologicky-cistic-odpadu-500-g.html;cista-priroda.cz
Zákazníci, kteří si koupili tento produkt, koupili také:;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://eshop.biodroga.cz/anti-age-produkty/zpevnujici-anti-age-pece-o-rty-8ml-biodroga-special-care-45761-700.html;eshop.biodroga.cz
